0.058302,6741.9,7739.8,1.7569,1.5119,1.6762,1.2753,-0.28444,-0.14274,0.23777,-0.15491,-0.27059,0.090917,-0.16095,0.16389,0.084201,1021.9,0.1004,4.208,0.40932,0.12476,2545.9,0
0.088856,8029.9,8842.7,0.50115,2.2628,1.5728,1.0646,-0.12494,-0.18645,0.28921,0.036304,-0.21921,0.10893,-0.20158,0.081738,-0.065251,1801.3,0.050192,2.0876,0.65061,0.88096,4250.6,0
0.09482,5491.6,6704.9,2.0316,0.40377,1.708,0.92877,-0.12597,0.56427,-0.25632,-0.28452,-0.28348,0.072542,-0.08645,0.0040263,-0.03371,951.88,0.075099,6.2182,0.41465,0.31553,2150.2,0
0.10241,2172.8,2592.1,4.3138,-1.5382,2.2788,0.64491,0.17553,0.44146,-0.45287,0.4393,-0.65387,0.031353,-0.20722,-0.067574,-0.052846,346.25,0.021835,22.541,0.29057,0.68047,1162.8,0
0.10315,2355.9,3286.5,3.8467,0.061578,0.69162,0.27379,-0.25566,0.26459,-0.61812,-0.040108,0.10919,0.25559,-0.094009,-0.054536,0.15017,395,0.050501,14.417,0.21057,0.81824,1330.8,0
0.11601,3411,6303.2,3.7192,-0.10593,0.53322,-0.14485,0.024412,0.11385,-0.63008,0.39578,0.27483,0.45747,-0.32475,0.27633,0.14314,630,0.045626,8.1084,0.27476,0.13071,1793.4,0
0.11108,1160.8,2405,4.9947,0.3905,0.72908,-0.62667,0.25808,0.675,-0.31679,-0.28592,-0.50592,0.38103,-0.43155,0.42995,0.32221,571.88,0.026453,17.79,0.12166,0.43031,1038.9,0
0.078579,2610.2,3803.3,3.7216,-0.028472,0.3549,-0.07263,-0.099585,0.10031,-0.71929,0.43408,0.39456,0.43376,-0.24982,0.19146,-0.069622,585,0.041992,11.925,0.22369,0.35391,1458.6,0
0.10263,2787.9,4579.8,2.4722,0.75413,2.4447,0.85774,0.076213,0.41003,0.23579,0.10737,0.008709,0.5134,-0.2665,0.20465,-0.10805,691.25,0.042772,9.742,0.25291,0.48967,1460.8,0
0.1472,9465.2,10706,2.2187,0.72755,-0.071781,-0.11305,0.16111,0.1462,-0.04255,-0.53026,-0.61225,-0.13564,0.094348,0.13748,0.24104,916.25,0.10201,2.4776,0.53889,1.0315,4148.1,1
0.15392,9492.8,10442,2.1449,0.59248,0.2313,-0.0093567,0.092445,0.091988,0.16168,-0.16134,-0.27453,-0.17382,-0.67475,-0.44382,0.0085283,888.13,0.084264,2.1835,0.52797,1.3743,4080.7,1
0.13581,9124,10788,2.091,0.69436,0.11531,-0.30611,0.0030313,0.3503,0.3016,-0.11791,-0.44554,-0.47284,-0.6481,-0.30013,0.30236,1191.3,0.097362,2.8729,0.50694,1.1086,3874.6,1
0.13206,7898,9329.9,2.8388,0.42744,-0.20064,-0.06215,0.49661,0.46182,0.35152,-0.045268,-0.29667,0.029242,-0.068335,-0.022606,0.0084091,1171.3,0.098365,3.6755,0.40995,1.3563,3086.2,1
0.13207,8724.3,10069,2.3471,0.91489,0.026738,-0.30223,0.27105,0.13694,0.094757,-0.34794,-0.42941,-0.24052,0.0017951,-0.072156,-0.031339,1047.5,0.081285,2.7048,0.50019,0.88897,3650.8,1
0.13224,8161.1,9917.4,2.3088,0.30785,-0.091393,-0.15968,0.17103,0.15803,-0.081046,-0.76631,-0.77212,0.0085678,0.42488,0.76051,0.55393,1134.4,0.10739,3.5889,0.46623,0.51496,3398.3,1
